tipo_impresion,material,cantidad,ancho_cm,alto_cm,tiempo_produccion_minutos,retraso_critico
Plotter,Lona Banner,12,254.24,433.65,1598.27,0
Digital,Bond 80g,399,21.0,29.7,49.89,1
Digital,Bond 80g,147,21.0,29.7,13.89,0
Offset,Bond 90g,23449,70.0,100.0,180.31,0
Plotter,Lona Banner,20,63.81,474.07,752.95,0
Digital,Bond 80g,977,21.0,29.7,71.29,0
Serigrafia,Plástico,436,40.0,50.0,260.59,0
Digital,Couché 150g,854,21.0,29.7,50.68,0
Plotter,Lona Banner,40,101.82,333.76,1656.56,0
Offset,Couché 300g,47172,70.0,100.0,305.99,0
Serigrafia,Tela,88,40.0,50.0,85.48,0
Offset,Folkote,45571,70.0,100.0,316.55,0
Serigrafia,Plástico,85,40.0,50.0,76.11,0
Digital,Cartulina Hilo,150,21.0,29.7,41.01,1
Serigrafia,Tela,239,40.0,50.0,179.51,0
Plotter,Lona Banner,5,169.62,401.25,427.57,0
Offset,Bond 90g,20567,70.0,100.0,166.57,0
Offset,Folkote,15139,70.0,100.0,142.23,0
Digital,Cartulina Hilo,296,21.0,29.7,39.55,1
Offset,Bond 90g,26566,70.0,100.0,223.29,0
Plotter,Microperforado,34,164.61,376.25,2549.42,0
Serigrafia,Plástico,225,40.0,50.0,159.68,0
Plotter,Microperforado,17,265.55,191.24,1066.22,0
Offset,Couché 300g,22158,70.0,100.0,200.96,0
Serigrafia,Cartón,89,40.0,50.0,93.08,0
Digital,Cartulina Hilo,709,21.0,29.7,60.62,1
Plotter,Microperforado,13,235.41,271.66,1024.11,0
Digital,Couché 150g,477,21.0,29.7,59.76,1
Offset,Folkote,32480,70.0,100.0,250.31,0
Plotter,Microperforado,35,249.93,105.45,1129.82,0
Digital,Cartulina Hilo,273,21.0,29.7,55.55,1
Digital,Bond 80g,879,21.0,29.7,69.38,0
Offset,Bond 90g,14900,70.0,100.0,162.95,0
Plotter,Vinilo Adhesivo,26,267.4,231.25,1950.51,0
Offset,Couché 300g,4262,70.0,100.0,105.93,1
Serigrafia,Tela,471,40.0,50.0,278.33,0
Offset,Couché 300g,24963,70.0,100.0,202.11,0
Offset,Folkote,30932,70.0,100.0,238.13,0
Offset,Couché 300g,7855,70.0,100.0,112.31,0
Serigrafia,Tela,296,40.0,50.0,181.95,0
Offset,Folkote,26805,70.0,100.0,211.23,0
Serigrafia,Plástico,81,40.0,50.0,80.18,0
Digital,Cartulina Hilo,748,21.0,29.7,74.35,1
Offset,Couché 300g,8243,70.0,100.0,128.01,0
Digital,Cartulina Hilo,304,21.0,29.7,42.14,1
Serigrafia,Plástico,374,40.0,50.0,237.2,0
Digital,Couché 150g,986,21.0,29.7,64.52,0
Plotter,Vinilo Adhesivo,31,104.55,443.33,1745.88,0
Digital,Cartulina Hilo,574,21.0,29.7,44.83,0
Plotter,Lona Banner,45,267.67,406.67,5921.53,0
Plotter,Microperforado,36,164.58,208.05,1516.09,0
Offset,Folkote,49400,70.0,100.0,312.0,0
Plotter,Microperforado,27,60.01,181.16,374.42,0
Plotter,Microperforado,8,281.13,403.62,1126.72,0
Plotter,Vinilo Adhesivo,2,240.11,280.81,201.81,0
Plotter,Lona Banner,30,299.89,396.25,4319.66,0
Offset,Couché 300g,36596,70.0,100.0,254.33,0
Digital,Bond 80g,220,21.0,29.7,37.41,1
Offset,Bond 90g,7771,70.0,100.0,92.55,0
Serigrafia,Tela,192,40.0,50.0,141.21,0
Serigrafia,Plástico,102,40.0,50.0,104.87,0
Plotter,Lona Banner,23,206.58,175.31,1021.79,0
Digital,Cartulina Hilo,849,21.0,29.7,74.38,1
Plotter,Vinilo Adhesivo,15,166.42,398.02,1224.55,0
Offset,Bond 90g,31826,70.0,100.0,238.98,0
Serigrafia,Plástico,281,40.0,50.0,204.62,0
Serigrafia,Cartón,465,40.0,50.0,286.14,0
Serigrafia,Cartón,270,40.0,50.0,182.02,0
Offset,Folkote,10783,70.0,100.0,131.06,0
Digital,Bond 80g,439,21.0,29.7,32.61,0
Digital,Cartulina Hilo,542,21.0,29.7,41.53,0
Serigrafia,Cartón,241,40.0,50.0,157.16,0
Serigrafia,Cartón,482,40.0,50.0,284.61,0
Plotter,Microperforado,35,154.65,181.63,1197.39,0
Digital,Cartulina Hilo,153,21.0,29.7,22.62,0
Serigrafia,Cartón,388,40.0,50.0,251.08,0
Plotter,Microperforado,6,219.62,192.9,352.06,0
Offset,Couché 300g,45993,70.0,100.0,318.79,0
Serigrafia,Plástico,293,40.0,50.0,208.1,0
Plotter,Microperforado,4,137.6,460.82,328.77,0
Digital,Couché 150g,619,21.0,29.7,35.73,0
Plotter,Vinilo Adhesivo,32,185.76,206.1,1514.0,0
Digital,Cartulina Hilo,301,21.0,29.7,37.01,1
Serigrafia,Plástico,404,40.0,50.0,242.71,0
Serigrafia,Plástico,333,40.0,50.0,203.3,0
Digital,Bond 80g,946,21.0,29.7,75.59,1
Serigrafia,Plástico,257,40.0,50.0,173.78,0
Plotter,Vinilo Adhesivo,4,99.62,124.2,97.37,1
Offset,Couché 300g,4358,70.0,100.0,86.92,0
Serigrafia,Tela,424,40.0,50.0,256.45,0
Plotter,Microperforado,34,97.35,52.26,242.42,0
Offset,Folkote,32349,70.0,100.0,248.8,0
Serigrafia,Plástico,497,40.0,50.0,301.27,0
Plotter,Lona Banner,40,194.47,456.96,4301.26,0
Digital,Couché 150g,513,21.0,29.7,57.64,1
Serigrafia,Cartón,162,40.0,50.0,116.51,0
Offset,Couché 300g,7305,70.0,100.0,129.0,1
Plotter,Microperforado,23,271.15,453.0,3417.42,0
Serigrafia,Tela,232,40.0,50.0,166.94,0
Serigrafia,Cartón,417,40.0,50.0,245.25,0
Offset,Couché 300g,5765,70.0,100.0,97.74,0
Serigrafia,Plástico,436,40.0,50.0,254.64,0
Digital,Couché 150g,482,21.0,29.7,30.25,0
Serigrafia,Plástico,165,40.0,50.0,131.03,0
Offset,Couché 300g,29128,70.0,100.0,214.94,0
Offset,Bond 90g,46939,70.0,100.0,309.07,0
Digital,Bond 80g,299,21.0,29.7,21.44,0
Offset,Couché 300g,20309,70.0,100.0,162.86,0
Serigrafia,Tela,326,40.0,50.0,227.87,0
Serigrafia,Cartón,426,40.0,50.0,241.97,0
Offset,Bond 90g,30546,70.0,100.0,215.57,0
Digital,Bond 80g,161,21.0,29.7,23.93,1
Offset,Bond 90g,14026,70.0,100.0,147.01,0
Plotter,Microperforado,22,180.79,364.86,1785.31,0
Serigrafia,Tela,229,40.0,50.0,139.01,0
Serigrafia,Tela,249,40.0,50.0,174.17,0
Serigrafia,Tela,54,40.0,50.0,77.06,1
Plotter,Microperforado,45,68.92,212.69,823.27,0
Serigrafia,Cartón,246,40.0,50.0,159.64,0
Plotter,Microperforado,9,273.92,402.58,1229.84,0
Digital,Couché 150g,828,21.0,29.7,81.55,1
Digital,Bond 80g,157,21.0,29.7,15.41,0
Digital,Bond 80g,494,21.0,29.7,55.52,1
Offset,Couché 300g,42691,70.0,100.0,287.8,0
Plotter,Microperforado,47,86.08,102.07,530.01,0
Plotter,Microperforado,25,223.0,256.07,1748.68,0
Serigrafia,Cartón,370,40.0,50.0,216.65,0
Offset,Couché 300g,30432,70.0,100.0,208.5,0
Offset,Bond 90g,21884,70.0,100.0,194.71,0
Serigrafia,Plástico,384,40.0,50.0,236.06,0
Plotter,Lona Banner,45,248.48,121.24,1670.02,0
Offset,Couché 300g,38392,70.0,100.0,255.12,0
Offset,Folkote,14136,70.0,100.0,147.65,0
Plotter,Vinilo Adhesivo,48,170.53,428.41,4232.58,0
Offset,Folkote,45476,70.0,100.0,289.37,0
Plotter,Microperforado,15,255.91,223.07,1038.85,0
Plotter,Lona Banner,35,54.19,355.64,835.53,0
Serigrafia,Cartón,107,40.0,50.0,101.86,0
Plotter,Lona Banner,26,284.28,190.31,1737.53,0
Serigrafia,Tela,439,40.0,50.0,269.04,0
Serigrafia,Tela,195,40.0,50.0,132.68,0
Digital,Couché 150g,437,21.0,29.7,64.08,1
Digital,Couché 150g,62,21.0,29.7,33.09,1
Digital,Bond 80g,952,21.0,29.7,62.97,0
Serigrafia,Tela,68,40.0,50.0,76.93,0
Plotter,Lona Banner,43,61.01,362.0,1157.38,0
Digital,Cartulina Hilo,724,21.0,29.7,67.96,1
Digital,Couché 150g,977,21.0,29.7,67.48,0
Plotter,Vinilo Adhesivo,7,113.83,97.64,104.79,0
Offset,Folkote,38663,70.0,100.0,270.39,0
Digital,Couché 150g,177,21.0,29.7,50.27,1
Plotter,Microperforado,14,119.52,147.63,331.11,0
Plotter,Vinilo Adhesivo,16,256.83,68.86,352.02,0
Serigrafia,Tela,478,40.0,50.0,284.99,0
Digital,Couché 150g,243,21.0,29.7,21.98,0
Digital,Cartulina Hilo,336,21.0,29.7,38.95,1
Offset,Folkote,4854,70.0,100.0,92.96,0
Digital,Cartulina Hilo,220,21.0,29.7,27.23,0
Digital,Bond 80g,825,21.0,29.7,55.1,0
Plotter,Lona Banner,7,283.58,462.39,1145.13,0
Offset,Bond 90g,20229,70.0,100.0,190.44,0
Offset,Bond 90g,10673,70.0,100.0,126.17,0
Digital,Cartulina Hilo,934,21.0,29.7,70.81,0
Serigrafia,Cartón,270,40.0,50.0,168.34,0
Offset,Folkote,41317,70.0,100.0,260.43,0
Plotter,Lona Banner,45,214.51,53.63,653.74,0
Serigrafia,Tela,55,40.0,50.0,68.78,0
Digital,Couché 150g,337,21.0,29.7,26.17,0
Plotter,Vinilo Adhesivo,32,118.6,455.71,2101.21,0
Serigrafia,Tela,55,40.0,50.0,70.24,0
Plotter,Vinilo Adhesivo,3,257.12,370.78,372.35,0
Serigrafia,Plástico,145,40.0,50.0,116.56,0
Offset,Couché 300g,34576,70.0,100.0,252.08,0
Offset,Couché 300g,42938,70.0,100.0,302.77,0
Offset,Bond 90g,44461,70.0,100.0,285.52,0
Digital,Bond 80g,340,21.0,29.7,40.7,1
Plotter,Lona Banner,48,204.84,254.48,3038.31,0
Digital,Cartulina Hilo,564,21.0,29.7,29.82,0
Plotter,Lona Banner,41,99.52,79.56,405.91,0
Digital,Cartulina Hilo,174,21.0,29.7,26.55,1
Digital,Cartulina Hilo,305,21.0,29.7,29.96,0
Digital,Cartulina Hilo,776,21.0,29.7,52.18,0
Digital,Cartulina Hilo,286,21.0,29.7,36.47,1
Digital,Cartulina Hilo,297,21.0,29.7,54.81,1
Digital,Cartulina Hilo,767,21.0,29.7,58.59,0
Offset,Folkote,20945,70.0,100.0,177.78,0
Serigrafia,Tela,424,40.0,50.0,249.44,0
Digital,Couché 150g,688,21.0,29.7,48.07,0
Offset,Couché 300g,11338,70.0,100.0,135.13,0
Serigrafia,Tela,60,40.0,50.0,64.21,0
Plotter,Microperforado,2,281.62,238.83,182.47,0
Serigrafia,Tela,103,40.0,50.0,92.62,0
Plotter,Microperforado,18,264.49,379.02,2181.44,0
Offset,Folkote,40567,70.0,100.0,276.94,0
Offset,Couché 300g,17459,70.0,100.0,161.92,0
Plotter,Vinilo Adhesivo,13,191.55,52.82,188.4,0
Digital,Cartulina Hilo,640,21.0,29.7,49.84,0
Digital,Cartulina Hilo,121,21.0,29.7,28.63,1
Serigrafia,Tela,479,40.0,50.0,292.3,0
Digital,Cartulina Hilo,624,21.0,29.7,55.21,1
Plotter,Lona Banner,43,251.41,150.94,1982.14,0
Serigrafia,Tela,425,40.0,50.0,253.79,0
Plotter,Microperforado,26,73.84,252.53,609.61,0
Digital,Bond 80g,910,21.0,29.7,56.08,0
Offset,Couché 300g,29310,70.0,100.0,230.12,0
Offset,Bond 90g,23927,70.0,100.0,206.76,0
Digital,Bond 80g,229,21.0,29.7,23.93,0
Plotter,Microperforado,37,231.88,267.98,2793.98,0
Offset,Bond 90g,13748,70.0,100.0,162.17,0
Digital,Couché 150g,667,21.0,29.7,51.66,0
Serigrafia,Plástico,360,40.0,50.0,215.42,0
Plotter,Vinilo Adhesivo,29,87.31,170.68,537.06,0
Plotter,Lona Banner,16,92.82,422.31,765.13,0
Digital,Cartulina Hilo,79,21.0,29.7,44.63,1
Serigrafia,Cartón,190,40.0,50.0,131.4,0
Digital,Couché 150g,476,21.0,29.7,35.63,0
Serigrafia,Plástico,71,40.0,50.0,88.26,1
Digital,Bond 80g,741,21.0,29.7,58.92,0
Offset,Couché 300g,32730,70.0,100.0,244.75,0
Plotter,Vinilo Adhesivo,19,212.03,443.8,2171.05,0
Serigrafia,Plástico,337,40.0,50.0,217.05,0
Offset,Folkote,42347,70.0,100.0,291.41,0
Plotter,Vinilo Adhesivo,22,217.82,171.79,1038.67,0
Serigrafia,Cartón,339,40.0,50.0,213.95,0
Digital,Bond 80g,656,21.0,29.7,53.14,0
Plotter,Lona Banner,7,79.32,126.08,126.41,0
Offset,Couché 300g,11068,70.0,100.0,123.31,0
Plotter,Microperforado,31,122.36,260.46,1202.4,0
Offset,Couché 300g,36131,70.0,100.0,273.32,0
Digital,Couché 150g,834,21.0,29.7,88.96,1
Serigrafia,Tela,472,40.0,50.0,281.11,0
Plotter,Vinilo Adhesivo,31,222.27,420.47,3521.38,0
Serigrafia,Cartón,459,40.0,50.0,277.45,0
Serigrafia,Plástico,416,40.0,50.0,243.48,0
Plotter,Vinilo Adhesivo,42,247.87,321.11,4034.7,0
Serigrafia,Cartón,309,40.0,50.0,194.97,0
Plotter,Lona Banner,42,272.39,474.77,6556.87,0
Offset,Folkote,25368,70.0,100.0,209.2,0
Offset,Bond 90g,3077,70.0,100.0,108.2,1
Serigrafia,Plástico,133,40.0,50.0,120.68,0
Digital,Cartulina Hilo,430,21.0,29.7,38.84,0
Digital,Couché 150g,827,21.0,29.7,55.85,0
Serigrafia,Tela,382,40.0,50.0,243.57,0
Serigrafia,Plástico,410,40.0,50.0,237.48,0
Plotter,Vinilo Adhesivo,16,103.08,104.9,245.28,0
Digital,Couché 150g,803,21.0,29.7,62.29,0
Offset,Folkote,49449,70.0,100.0,301.1,0
Offset,Bond 90g,6543,70.0,100.0,119.67,0
Serigrafia,Plástico,225,40.0,50.0,162.28,0
Serigrafia,Plástico,325,40.0,50.0,222.79,0
Offset,Bond 90g,47514,70.0,100.0,311.62,0
Plotter,Lona Banner,36,93.66,183.17,773.33,0
Offset,Folkote,8452,70.0,100.0,118.03,0
Digital,Cartulina Hilo,576,21.0,29.7,55.65,1
Digital,Couché 150g,174,21.0,29.7,43.08,1
Digital,Couché 150g,920,21.0,29.7,63.27,0
Digital,Bond 80g,895,21.0,29.7,69.76,0
Plotter,Vinilo Adhesivo,37,200.23,203.43,1836.8,0
Plotter,Lona Banner,6,228.68,182.01,337.4,0
Serigrafia,Cartón,255,40.0,50.0,156.58,0
Serigrafia,Plástico,478,40.0,50.0,292.74,0
Offset,Folkote,29835,70.0,100.0,237.22,0
Serigrafia,Tela,200,40.0,50.0,163.39,0
Digital,Couché 150g,529,21.0,29.7,49.1,1
Offset,Couché 300g,6060,70.0,100.0,106.74,0
Serigrafia,Plástico,198,40.0,50.0,156.13,0
Serigrafia,Plástico,255,40.0,50.0,189.85,0
Digital,Bond 80g,759,21.0,29.7,69.27,1
Offset,Couché 300g,19748,70.0,100.0,176.64,0
Plotter,Vinilo Adhesivo,7,81.57,416.05,314.32,0
Serigrafia,Cartón,93,40.0,50.0,99.47,1
Plotter,Lona Banner,34,129.57,452.42,2408.13,0
Digital,Bond 80g,255,21.0,29.7,46.98,1
Serigrafia,Tela,384,40.0,50.0,242.84,0
Digital,Couché 150g,159,21.0,29.7,13.91,0
Plotter,Microperforado,23,253.82,452.48,3213.14,0
Serigrafia,Cartón,144,40.0,50.0,119.27,0
Serigrafia,Tela,327,40.0,50.0,203.1,0
Digital,Cartulina Hilo,690,21.0,29.7,46.04,0
Serigrafia,Cartón,261,40.0,50.0,167.54,0
Offset,Folkote,3575,70.0,100.0,91.04,0
Serigrafia,Tela,148,40.0,50.0,118.1,0
Offset,Folkote,21350,70.0,100.0,191.52,0
Digital,Cartulina Hilo,107,21.0,29.7,10.48,0
Serigrafia,Cartón,243,40.0,50.0,163.93,0
Offset,Folkote,29572,70.0,100.0,225.57,0
Plotter,Microperforado,48,83.3,334.58,1645.95,0
Offset,Couché 300g,28332,70.0,100.0,233.98,0
Serigrafia,Plástico,158,40.0,50.0,131.03,0
Digital,Couché 150g,325,21.0,29.7,46.57,1
Serigrafia,Tela,324,40.0,50.0,210.62,0
Offset,Couché 300g,41037,70.0,100.0,281.36,0
Plotter,Lona Banner,13,56.42,178.04,185.0,0
Digital,Cartulina Hilo,101,21.0,29.7,44.5,1
Offset,Bond 90g,11450,70.0,100.0,131.86,0
Offset,Bond 90g,21423,70.0,100.0,181.58,0
Serigrafia,Cartón,348,40.0,50.0,209.18,0
Offset,Folkote,34691,70.0,100.0,255.18,0
Plotter,Lona Banner,48,76.37,313.51,1421.16,0
Plotter,Lona Banner,31,66.67,71.64,211.49,0
Offset,Couché 300g,20041,70.0,100.0,173.41,0
Digital,Bond 80g,476,21.0,29.7,42.06,0
Plotter,Vinilo Adhesivo,38,213.24,119.26,1174.42,0
Offset,Bond 90g,49994,70.0,100.0,328.42,0
Serigrafia,Cartón,423,40.0,50.0,269.37,0
Digital,Couché 150g,992,21.0,29.7,88.6,1
Plotter,Lona Banner,4,97.48,365.78,187.74,0
Offset,Couché 300g,31573,70.0,100.0,237.49,0
Plotter,Microperforado,37,55.23,192.1,499.39,0
Serigrafia,Tela,426,40.0,50.0,264.27,0
Offset,Couché 300g,15342,70.0,100.0,153.57,0
Plotter,Microperforado,46,126.81,216.51,1559.9,0
Serigrafia,Plástico,77,40.0,50.0,86.0,0
Serigrafia,Plástico,284,40.0,50.0,186.12,0
Plotter,Microperforado,29,134.83,277.67,1336.19,0
Serigrafia,Cartón,383,40.0,50.0,236.49,0
Plotter,Lona Banner,3,162.93,209.63,145.74,0
Serigrafia,Plástico,142,40.0,50.0,114.64,0
Serigrafia,Tela,266,40.0,50.0,188.6,0
Plotter,Lona Banner,38,146.82,346.86,2372.14,0
Digital,Bond 80g,471,21.0,29.7,40.76,0
Digital,Couché 150g,369,21.0,29.7,47.45,1
Serigrafia,Plástico,218,40.0,50.0,155.31,0
Digital,Bond 80g,379,21.0,29.7,68.4,1
Plotter,Vinilo Adhesivo,38,267.04,183.81,2262.89,0
Offset,Folkote,6867,70.0,100.0,98.16,0
Plotter,Lona Banner,17,204.99,364.19,1549.39,0
Serigrafia,Plástico,309,40.0,50.0,221.15,0
Digital,Cartulina Hilo,506,21.0,29.7,62.21,1
Serigrafia,Tela,238,40.0,50.0,145.54,0
Offset,Folkote,13242,70.0,100.0,150.41,0
Digital,Bond 80g,341,21.0,29.7,33.89,0
Plotter,Lona Banner,27,198.19,116.76,780.56,0
Plotter,Microperforado,28,124.08,114.56,505.4,0
Serigrafia,Plástico,309,40.0,50.0,188.01,0
Plotter,Lona Banner,37,70.15,472.81,1507.77,0
Serigrafia,Tela,181,40.0,50.0,150.39,0
Plotter,Microperforado,30,70.05,264.58,708.13,0
Offset,Bond 90g,31225,70.0,100.0,235.46,0
Serigrafia,Tela,139,40.0,50.0,116.45,0
Plotter,Microperforado,1,130.77,494.49,106.61,0
Digital,Couché 150g,139,21.0,29.7,37.55,1
Digital,Couché 150g,761,21.0,29.7,54.91,0
Offset,Couché 300g,12927,70.0,100.0,143.99,0
Offset,Bond 90g,11846,70.0,100.0,108.91,0
Digital,Couché 150g,815,21.0,29.7,67.62,1
Offset,Bond 90g,3080,70.0,100.0,95.13,0
Serigrafia,Tela,278,40.0,50.0,189.29,0
Serigrafia,Tela,472,40.0,50.0,293.81,0
Plotter,Vinilo Adhesivo,9,268.47,55.81,195.42,0
Offset,Bond 90g,45148,70.0,100.0,286.01,0
Serigrafia,Cartón,320,40.0,50.0,202.03,0
Serigrafia,Cartón,221,40.0,50.0,156.19,0
Digital,Couché 150g,999,21.0,29.7,72.75,0
Offset,Bond 90g,49849,70.0,100.0,321.6,0
Offset,Bond 90g,27347,70.0,100.0,215.38,0
Plotter,Vinilo Adhesivo,44,62.09,419.22,1406.63,0
Offset,Folkote,5675,70.0,100.0,96.97,0
Offset,Couché 300g,30793,70.0,100.0,220.79,0
Serigrafia,Plástico,142,40.0,50.0,115.43,0
Serigrafia,Tela,234,40.0,50.0,169.34,0
Digital,Cartulina Hilo,134,21.0,29.7,36.92,1
Plotter,Lona Banner,14,91.16,236.81,391.68,0
Offset,Folkote,13466,70.0,100.0,153.36,0
Offset,Folkote,38292,70.0,100.0,285.81,0
Digital,Bond 80g,711,21.0,29.7,62.01,1
Serigrafia,Plástico,91,40.0,50.0,84.36,0
Serigrafia,Plástico,102,40.0,50.0,80.56,0
Offset,Couché 300g,13070,70.0,100.0,141.67,0
Plotter,Vinilo Adhesivo,15,206.33,55.55,240.64,0
Digital,Cartulina Hilo,78,21.0,29.7,22.55,1
Plotter,Lona Banner,15,199.5,223.3,828.43,0
Serigrafia,Cartón,171,40.0,50.0,136.25,0
Digital,Cartulina Hilo,389,21.0,29.7,42.14,1
Digital,Couché 150g,500,21.0,29.7,49.88,1
Offset,Folkote,17940,70.0,100.0,175.26,0
Offset,Couché 300g,7477,70.0,100.0,139.89,1
Digital,Couché 150g,382,21.0,29.7,50.18,1
Digital,Couché 150g,839,21.0,29.7,72.19,1
Digital,Bond 80g,457,21.0,29.7,21.36,0
Serigrafia,Cartón,315,40.0,50.0,216.02,0
Offset,Couché 300g,10706,70.0,100.0,116.97,0
Offset,Folkote,37824,70.0,100.0,286.68,0
Offset,Folkote,34073,70.0,100.0,244.45,0
Digital,Bond 80g,715,21.0,29.7,59.94,1
Offset,Folkote,31063,70.0,100.0,221.08,0
Plotter,Vinilo Adhesivo,23,297.38,357.94,2972.83,0
Digital,Bond 80g,476,21.0,29.7,46.17,1
Serigrafia,Plástico,364,40.0,50.0,221.99,0
Serigrafia,Plástico,493,40.0,50.0,302.98,0
Plotter,Vinilo Adhesivo,9,153.86,60.8,123.75,0
Offset,Folkote,8235,70.0,100.0,117.28,0
Serigrafia,Cartón,329,40.0,50.0,214.57,0
Plotter,Vinilo Adhesivo,48,78.69,270.68,1244.25,0
Offset,Folkote,21425,70.0,100.0,187.2,0
Plotter,Vinilo Adhesivo,45,168.77,465.1,4266.91,0
Digital,Bond 80g,810,21.0,29.7,61.93,0
Offset,Couché 300g,4786,70.0,100.0,94.31,0
Offset,Couché 300g,40449,70.0,100.0,286.32,0
Offset,Folkote,40661,70.0,100.0,301.38,0
Offset,Bond 90g,44894,70.0,100.0,297.68,0
Offset,Couché 300g,7869,70.0,100.0,119.35,0
Serigrafia,Cartón,387,40.0,50.0,233.16,0
Plotter,Lona Banner,12,232.72,239.0,842.95,0
Plotter,Lona Banner,49,289.3,450.56,7697.25,0
Serigrafia,Tela,176,40.0,50.0,145.8,0
Digital,Couché 150g,894,21.0,29.7,47.53,0
Digital,Cartulina Hilo,687,21.0,29.7,60.92,1
Plotter,Microperforado,16,208.2,396.01,1613.11,0
Serigrafia,Cartón,222,40.0,50.0,150.18,0
Serigrafia,Plástico,113,40.0,50.0,89.76,0
Serigrafia,Tela,392,40.0,50.0,214.73,0
Digital,Couché 150g,207,21.0,29.7,30.14,1
Offset,Couché 300g,23092,70.0,100.0,205.43,0
Plotter,Microperforado,33,213.98,139.47,1230.34,0
Digital,Cartulina Hilo,908,21.0,29.7,56.43,0
Plotter,Vinilo Adhesivo,47,56.3,209.67,699.17,0
Serigrafia,Cartón,99,40.0,50.0,94.97,0
Digital,Cartulina Hilo,396,21.0,29.7,43.73,1
Digital,Couché 150g,698,21.0,29.7,54.45,0
Serigrafia,Plástico,70,40.0,50.0,95.23,1
Digital,Couché 150g,139,21.0,29.7,20.97,0
Plotter,Vinilo Adhesivo,49,83.3,167.6,851.26,0
Plotter,Lona Banner,28,199.82,281.17,1899.4,0
Digital,Cartulina Hilo,599,21.0,29.7,54.63,1
Offset,Bond 90g,1901,70.0,100.0,85.15,0
Digital,Couché 150g,217,21.0,29.7,32.25,1
Offset,Bond 90g,46826,70.0,100.0,308.0,0
Plotter,Vinilo Adhesivo,24,57.73,371.49,634.68,0
Offset,Folkote,8036,70.0,100.0,111.55,0
Plotter,Microperforado,1,99.07,60.15,31.64,1
Offset,Folkote,5603,70.0,100.0,105.29,0
Offset,Bond 90g,31607,70.0,100.0,223.25,0
Plotter,Lona Banner,34,206.74,413.78,3504.9,0
Digital,Bond 80g,890,21.0,29.7,77.89,1
Digital,Cartulina Hilo,690,21.0,29.7,50.06,0
Digital,Bond 80g,897,21.0,29.7,64.99,0
Digital,Bond 80g,797,21.0,29.7,59.8,0
Serigrafia,Plástico,394,40.0,50.0,254.74,0
Plotter,Lona Banner,45,197.0,241.92,2596.32,0
Digital,Bond 80g,600,21.0,29.7,57.0,1
Offset,Folkote,15622,70.0,100.0,153.82,0
Offset,Folkote,24283,70.0,100.0,183.48,0
Serigrafia,Tela,323,40.0,50.0,199.31,0
Digital,Cartulina Hilo,378,21.0,29.7,28.27,0
Offset,Couché 300g,31734,70.0,100.0,243.65,0
Serigrafia,Plástico,158,40.0,50.0,120.91,0
Plotter,Lona Banner,9,123.38,169.7,262.75,0
Offset,Couché 300g,31966,70.0,100.0,215.54,0
Digital,Cartulina Hilo,310,21.0,29.7,59.53,1
Serigrafia,Cartón,307,40.0,50.0,206.04,0
Plotter,Microperforado,29,282.94,498.63,4929.82,0
Serigrafia,Plástico,57,40.0,50.0,83.57,1
Digital,Couché 150g,116,21.0,29.7,28.03,1
Digital,Cartulina Hilo,660,21.0,29.7,62.51,1
Serigrafia,Plástico,347,40.0,50.0,218.5,0
Digital,Bond 80g,317,21.0,29.7,52.36,1
Offset,Couché 300g,17932,70.0,100.0,172.48,0
Digital,Bond 80g,357,21.0,29.7,34.94,0
Digital,Bond 80g,248,21.0,29.7,29.33,1
Digital,Cartulina Hilo,840,21.0,29.7,50.07,0
Offset,Bond 90g,43598,70.0,100.0,293.33,0
Serigrafia,Tela,200,40.0,50.0,146.11,0
Serigrafia,Plástico,206,40.0,50.0,158.04,0
Serigrafia,Tela,272,40.0,50.0,173.99,0
Offset,Couché 300g,23616,70.0,100.0,188.63,0
Digital,Couché 150g,232,21.0,29.7,27.57,0
Offset,Bond 90g,46264,70.0,100.0,325.58,0
Plotter,Lona Banner,6,141.74,116.25,138.16,0
Serigrafia,Plástico,124,40.0,50.0,119.9,1
Serigrafia,Plástico,263,40.0,50.0,184.14,0
Serigrafia,Plástico,364,40.0,50.0,227.11,0
Offset,Bond 90g,20773,70.0,100.0,176.62,0
Digital,Bond 80g,193,21.0,29.7,39.3,1
Plotter,Microperforado,15,237.82,453.65,1976.42,0
Serigrafia,Tela,232,40.0,50.0,165.03,0
Digital,Bond 80g,661,21.0,29.7,48.94,0
Plotter,Microperforado,7,56.39,404.59,218.98,0
Digital,Couché 150g,740,21.0,29.7,66.63,1
Offset,Folkote,21039,70.0,100.0,182.01,0
Plotter,Lona Banner,19,268.87,186.11,1163.32,0
Offset,Couché 300g,42932,70.0,100.0,292.79,0
Offset,Bond 90g,7691,70.0,100.0,117.53,0
Serigrafia,Cartón,458,40.0,50.0,269.71,0
Offset,Folkote,2462,70.0,100.0,96.14,1
Serigrafia,Plástico,386,40.0,50.0,226.6,0
Serigrafia,Tela,432,40.0,50.0,268.18,0
Offset,Bond 90g,16474,70.0,100.0,153.45,0
Digital,Cartulina Hilo,124,21.0,29.7,29.46,1
Plotter,Vinilo Adhesivo,38,51.28,250.43,618.16,0
Plotter,Lona Banner,39,237.96,415.38,4650.09,0
Plotter,Microperforado,20,122.36,402.45,1204.24,0
Serigrafia,Tela,245,40.0,50.0,169.28,0
Offset,Folkote,45066,70.0,100.0,299.68,0
Plotter,Microperforado,40,264.92,481.76,6156.9,0
